id,name,set,series,generation,publisher,release_date,release_year,artist,supertype,rarity,primary_type,types_display,hp,retreat_cost,set_number
sv3pt5-90,Shellder,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Nelnal,Pokémon,Common,Water,Water,70.0,2.0,90/165
sv3pt5-91,Cloyster,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Nelnal,Pokémon,Uncommon,Water,Water,130.0,3.0,91/165
sv3pt5-92,Gastly,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Tomokazu Komiya,Pokémon,Common,Psychic,Psychic,50.0,1.0,92/165
sv3pt5-93,Haunter,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Tomokazu Komiya,Pokémon,Uncommon,Psychic,Psychic,80.0,1.0,93/165
sv3pt5-94,Gengar,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Tomokazu Komiya,Pokémon,Rare,Psychic,Psychic,130.0,,94/165
sv3pt5-95,Onix,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Shin Nagasawa,Pokémon,Uncommon,Fighting,Fighting,120.0,4.0,95/165
sv3pt5-96,Drowzee,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Mousho,Pokémon,Common,Psychic,Psychic,80.0,2.0,96/165
sv3pt5-97,Hypno,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Mousho,Pokémon,Uncommon,Psychic,Psychic,110.0,2.0,97/165
sv3pt5-98,Krabby,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Yukiko Baba,Pokémon,Common,Water,Water,70.0,1.0,98/165
sv3pt5-99,Kingler,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Yukiko Baba,Pokémon,Uncommon,Water,Water,140.0,3.0,99/165
sv3pt5-100,Voltorb,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Nagimiso,Pokémon,Common,Lightning,Lightning,60.0,1.0,100/165
sv3pt5-101,Electrode,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Nagimiso,Pokémon,Rare,Lightning,Lightning,90.0,1.0,101/165
sv3pt5-102,Exeggcute,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Shigenori Negishi,Pokémon,Common,Grass,Grass,60.0,1.0,102/165
sv3pt5-103,Exeggutor,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Shigenori Negishi,Pokémon,Uncommon,Grass,Grass,140.0,3.0,103/165
sv3pt5-104,Cubone,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Shinya Komatsu,Pokémon,Common,Fighting,Fighting,70.0,1.0,104/165
sv3pt5-105,Marowak,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Shinya Komatsu,Pokémon,Rare,Fighting,Fighting,120.0,2.0,105/165
sv3pt5-106,Hitmonlee,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Hitoshi Ariga,Pokémon,Uncommon,Fighting,Fighting,120.0,2.0,106/165
sv3pt5-107,Hitmonchan,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,DOM,Pokémon,Uncommon,Fighting,Fighting,120.0,1.0,107/165
sv3pt5-108,Lickitung,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Saya Tsuruta,Pokémon,Common,Colorless,Colorless,100.0,4.0,108/165
sv3pt5-109,Koffing,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Shibuzoh.,Pokémon,Common,Darkness,Darkness,60.0,1.0,109/165
sv3pt5-110,Weezing,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Shibuzoh.,Pokémon,Rare,Darkness,Darkness,110.0,2.0,110/165
sv3pt5-111,Rhyhorn,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,GOSSAN,Pokémon,Common,Fighting,Fighting,100.0,3.0,111/165
sv3pt5-112,Rhydon,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,GOSSAN,Pokémon,Uncommon,Fighting,Fighting,120.0,4.0,112/165
sv3pt5-113,Chansey,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Taiga Kayama,Pokémon,Rare,Colorless,Colorless,110.0,2.0,113/165
sv3pt5-114,Tangela,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Aya Kusube,Pokémon,Common,Grass,Grass,80.0,2.0,114/165
sv3pt5-115,Kangaskhan ex,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,N-DESIGN Inc.,Pokémon,Double Rare,Colorless,Colorless,230.0,2.0,115/165
sv3pt5-116,Horsea,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Aspara,Pokémon,Common,Water,Water,60.0,1.0,116/165
sv3pt5-117,Seadra,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Aspara,Pokémon,Uncommon,Water,Water,80.0,1.0,117/165
sv3pt5-118,Goldeen,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,SIE NANAHARA,Pokémon,Common,Water,Water,70.0,1.0,118/165
sv3pt5-119,Seaking,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,SIE NANAHARA,Pokémon,Uncommon,Water,Water,110.0,2.0,119/165
sv3pt5-120,Staryu,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Arai Kiriko,Pokémon,Common,Water,Water,60.0,1.0,120/165
sv3pt5-121,Starmie,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Arai Kiriko,Pokémon,Rare,Water,Water,90.0,1.0,121/165
sv3pt5-122,Mr. Mime,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,OOYAMA,Pokémon,Rare,Psychic,Psychic,90.0,1.0,122/165
sv3pt5-123,Scyther,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Hideki Ishikawa,Pokémon,Uncommon,Grass,Grass,70.0,,123/165
sv3pt5-124,Jynx ex,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Ayaka Yoshida,Pokémon,Double Rare,Water,Water,200.0,2.0,124/165
sv3pt5-125,Electabuzz,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,NC Empire,Pokémon,Common,Lightning,Lightning,90.0,2.0,125/165
sv3pt5-126,Magmar,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Toshinao Aoki,Pokémon,Common,Fire,Fire,90.0,2.0,126/165
sv3pt5-127,Pinsir,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Yuya Oka,Pokémon,Uncommon,Grass,Grass,120.0,2.0,127/165
sv3pt5-128,Tauros,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Takeshi Nakamura,Pokémon,Uncommon,Colorless,Colorless,120.0,2.0,128/165
sv3pt5-129,Magikarp,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Kouki Saitou,Pokémon,Common,Water,Water,30.0,1.0,129/165
sv3pt5-130,Gyarados,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Kouki Saitou,Pokémon,Rare,Water,Water,190.0,4.0,130/165
sv3pt5-131,Lapras,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,LINNE,Pokémon,Uncommon,Water,Water,110.0,1.0,131/165
sv3pt5-132,Ditto,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,KIYOTAKA OSHIYAMA,Pokémon,Rare,Colorless,Colorless,60.0,1.0,132/165
sv3pt5-133,Eevee,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Narumi Sato,Pokémon,Common,Colorless,Colorless,70.0,1.0,133/165
sv3pt5-134,Vaporeon,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,KirisAki,Pokémon,Rare,Water,Water,130.0,2.0,134/165
sv3pt5-135,Jolteon,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Sui,Pokémon,Rare,Lightning,Lightning,110.0,,135/165
sv3pt5-136,Flareon,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Ryota Murayama,Pokémon,Rare,Fire,Fire,130.0,2.0,136/165
sv3pt5-137,Porygon,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,5ban Graphics,Pokémon,Common,Colorless,Colorless,60.0,1.0,137/165
sv3pt5-138,Omanyte,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Akira Komayama,Pokémon,Uncommon,Water,Water,100.0,2.0,138/165
sv3pt5-139,Omastar,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Akira Komayama,Pokémon,Rare,Water,Water,150.0,3.0,139/165
sv3pt5-140,Kabuto,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Souichirou Gunjima,Pokémon,Uncommon,Fighting,Fighting,90.0,2.0,140/165
sv3pt5-141,Kabutops,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Souichirou Gunjima,Pokémon,Rare,Fighting,Fighting,160.0,2.0,141/165
sv3pt5-142,Aerodactyl,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Shinji Kanda,Pokémon,Rare,Colorless,Colorless,130.0,,142/165
sv3pt5-143,Snorlax,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,HYOGONOSUKE,Pokémon,Uncommon,Colorless,Colorless,150.0,4.0,143/165
sv3pt5-144,Articuno,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Chibi,Pokémon,Rare,Water,Water,120.0,2.0,144/165
sv3pt5-145,Zapdos ex,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Takuyoa,Pokémon,Double Rare,Lightning,Lightning,200.0,2.0,145/165
sv3pt5-146,Moltres,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,KEIICHIRO ITO,Pokémon,Rare,Fire,Fire,120.0,2.0,146/165
sv3pt5-147,Dratini,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Sanosuke Sakuma,Pokémon,Common,Dragon,Dragon,60.0,1.0,147/165
sv3pt5-148,Dragonair,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Sanosuke Sakuma,Pokémon,Uncommon,Dragon,Dragon,100.0,2.0,148/165
sv3pt5-149,Dragonite,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Sanosuke Sakuma,Pokémon,Rare,Dragon,Dragon,180.0,3.0,149/165
sv3pt5-150,Mewtwo,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,AKIRA EGAWA,Pokémon,Rare,Psychic,Psychic,130.0,2.0,150/165
sv3pt5-151,Mew ex,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Aky CG Works,Pokémon,Double Rare,Psychic,Psychic,180.0,,151/165
sv3pt5-152,Antique Dome Fossil,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,AYUMI ODASHIMA,Trainer,Common,,,60.0,,152/165
sv3pt5-153,Antique Helix Fossil,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,AYUMI ODASHIMA,Trainer,Common,,,60.0,,153/165
sv3pt5-154,Antique Old Amber,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,AYUMI ODASHIMA,Trainer,Common,,,60.0,,154/165
sv3pt5-155,Big Air Balloon,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Toyste Beach,Trainer,Uncommon,,,,,155/165
sv3pt5-156,Bill's Transfer,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,GIDORA,Trainer,Uncommon,,,,,156/165
sv3pt5-157,Cycling Road,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Oswaldo KATO,Trainer,Uncommon,,,,,157/165
sv3pt5-158,Daisy's Help,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Tomomi Kaneko,Trainer,Uncommon,,,,,158/165
sv3pt5-159,Energy Sticker,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Ayaka Yoshida,Trainer,Uncommon,,,,,159/165
sv3pt5-160,Erika's Invitation,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Saino Misaki,Trainer,Uncommon,,,,,160/165
sv3pt5-161,Giovanni's Charisma,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Hncl,Trainer,Uncommon,,,,,161/165
sv3pt5-162,Grabber,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Inose Yukie,Trainer,Uncommon,,,,,162/165
sv3pt5-163,Leftovers,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Studio Bora Inc.,Trainer,Uncommon,,,,,163/165
sv3pt5-164,Protective Goggles,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Toyste Beach,Trainer,Uncommon,,,,,164/165
sv3pt5-165,Rigid Band,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Toyste Beach,Trainer,Uncommon,,,,,165/165
sv3pt5-166,Bulbasaur,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Yoriyuki Ikegami,Pokémon,Illustration Rare,Grass,Grass,70.0,2.0,166/165
sv3pt5-167,Ivysaur,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Yoriyuki Ikegami,Pokémon,Illustration Rare,Grass,Grass,100.0,3.0,167/165
sv3pt5-168,Charmander,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Miki Kudo,Pokémon,Illustration Rare,Fire,Fire,70.0,1.0,168/165
sv3pt5-169,Charmeleon,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Miki Kudo,Pokémon,Illustration Rare,Fire,Fire,100.0,2.0,169/165
sv3pt5-170,Squirtle,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Mitsuhiro Arita,Pokémon,Illustration Rare,Water,Water,60.0,1.0,170/165
sv3pt5-171,Wartortle,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Mitsuhiro Arita,Pokémon,Illustration Rare,Water,Water,100.0,2.0,171/165
sv3pt5-172,Caterpie,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Teeziro,Pokémon,Illustration Rare,Grass,Grass,50.0,1.0,172/165
sv3pt5-173,Pikachu,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Hiroyuki Yamamoto,Pokémon,Illustration Rare,Lightning,Lightning,60.0,1.0,173/165
sv3pt5-174,Nidoking,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Misaki Hashimoto,Pokémon,Illustration Rare,Darkness,Darkness,170.0,3.0,174/165
sv3pt5-175,Psyduck,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Whisker,Pokémon,Illustration Rare,Water,Water,70.0,1.0,175/165
sv3pt5-176,Poliwhirl,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Gemi,Pokémon,Illustration Rare,Water,Water,90.0,1.0,176/165
sv3pt5-177,Machoke,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Tetsu Kayama,Pokémon,Illustration Rare,Fighting,Fighting,100.0,2.0,177/165
sv3pt5-178,Tangela,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Oswaldo KATO,Pokémon,Illustration Rare,Grass,Grass,80.0,2.0,178/165
sv3pt5-179,Mr. Mime,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,OKACHEKE,Pokémon,Illustration Rare,Psychic,Psychic,90.0,1.0,179/165
sv3pt5-180,Omanyte,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Yano Keiji,Pokémon,Illustration Rare,Water,Water,100.0,2.0,180/165
sv3pt5-181,Dragonair,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Rika,Pokémon,Illustration Rare,Dragon,Dragon,100.0,2.0,181/165
sv3pt5-182,Venusaur ex,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,PLANETA Yamashita,Pokémon,Ultra Rare,Grass,Grass,340.0,4.0,182/165
sv3pt5-183,Charizard ex,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,PLANETA Mochizuki,Pokémon,Ultra Rare,Fire,Fire,330.0,2.0,183/165
sv3pt5-184,Blastoise ex,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,PLANETA Yamashita,Pokémon,Ultra Rare,Water,Water,330.0,3.0,184/165
sv3pt5-185,Arbok ex,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Eske Yoshinob,Pokémon,Ultra Rare,Darkness,Darkness,270.0,2.0,185/165
sv3pt5-186,Ninetales ex,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,PLANETA Tsuji,Pokémon,Ultra Rare,Fire,Fire,260.0,2.0,186/165
sv3pt5-187,Wigglytuff ex,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Saki Hayashiro,Pokémon,Ultra Rare,Colorless,Colorless,250.0,3.0,187/165
sv3pt5-188,Alakazam ex,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,PLANETA Tsuji,Pokémon,Ultra Rare,Psychic,Psychic,310.0,1.0,188/165
sv3pt5-189,Golem ex,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,PLANETA Igarashi,Pokémon,Ultra Rare,Fighting,Fighting,330.0,4.0,189/165
sv3pt5-190,Kangaskhan ex,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,N-DESIGN Inc.,Pokémon,Ultra Rare,Colorless,Colorless,230.0,2.0,190/165
sv3pt5-191,Jynx ex,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Ayaka Yoshida,Pokémon,Ultra Rare,Water,Water,200.0,2.0,191/165
sv3pt5-192,Zapdos ex,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Takuyoa,Pokémon,Ultra Rare,Lightning,Lightning,200.0,2.0,192/165
sv3pt5-193,Mew ex,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Aky CG Works,Pokémon,Ultra Rare,Psychic,Psychic,180.0,,193/165
sv3pt5-194,Bill's Transfer,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,GIDORA,Trainer,Ultra Rare,,,,,194/165
sv3pt5-195,Daisy's Help,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Fumie Kittaka,Trainer,Ultra Rare,,,,,195/165
sv3pt5-196,Erika's Invitation,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Saino Misaki,Trainer,Ultra Rare,,,,,196/165
sv3pt5-197,Giovanni's Charisma,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Hncl,Trainer,Ultra Rare,,,,,197/165
sv3pt5-198,Venusaur ex,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Yoriyuki Ikegami,Pokémon,Special Illustration Rare,Grass,Grass,340.0,4.0,198/165
sv3pt5-199,Charizard ex,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Miki Kudo,Pokémon,Special Illustration Rare,Fire,Fire,330.0,2.0,199/165
sv3pt5-200,Blastoise ex,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Mitsuhiro Arita,Pokémon,Special Illustration Rare,Water,Water,330.0,3.0,200/165
sv3pt5-201,Alakazam ex,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Shinya Komatsu,Pokémon,Special Illustration Rare,Psychic,Psychic,310.0,1.0,201/165
sv3pt5-202,Zapdos ex,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Shiburingaru,Pokémon,Special Illustration Rare,Lightning,Lightning,200.0,2.0,202/165
sv3pt5-203,Erika's Invitation,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Cona Nitanda,Trainer,Special Illustration Rare,,,,,203/165
sv3pt5-204,Giovanni's Charisma,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Hideki Ishikawa,Trainer,Special Illustration Rare,,,,,204/165
sv3pt5-205,Mew ex,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Aky CG Works,Pokémon,Hyper Rare,Psychic,Psychic,180.0,,205/165
sv3pt5-206,Switch,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Studio Bora Inc.,Trainer,Hyper Rare,,,,,206/165
sv3pt5-207,Basic Psychic Energy,151,Scarlet & Violet,Ninth,TPCI,2023-09-22,2023,Unknown,Energy,Hyper Rare,Psychic,Psychic,,,207/165
sv4-1,Surskit,Paradox Rift,Scarlet & Violet,Ninth,TPCI,2023-11-03,2023,Yoriyuki Ikegami,Pokémon,Common,Grass,Grass,50.0,1.0,1/182
sv4-2,Masquerain,Paradox Rift,Scarlet & Violet,Ninth,TPCI,2023-11-03,2023,Kantaro,Pokémon,Uncommon,Grass,Grass,100.0,1.0,2/182
sv4-3,Froslass ex,Paradox Rift,Scarlet & Violet,Ninth,TPCI,2023-11-03,2023,5ban Graphics,Pokémon,Double Rare,Grass,Grass,250.0,1.0,3/182
sv4-4,Pansage,Paradox Rift,Scarlet & Violet,Ninth,TPCI,2023-11-03,2023,Jerky,Pokémon,Common,Grass,Grass,70.0,1.0,4/182
sv4-5,Simisage,Paradox Rift,Scarlet & Violet,Ninth,TPCI,2023-11-03,2023,Kurata So,Pokémon,Uncommon,Grass,Grass,100.0,1.0,5/182
sv4-6,Dwebble,Paradox Rift,Scarlet & Violet,Ninth,TPCI,2023-11-03,2023,Scav,Pokémon,Common,Grass,Grass,60.0,1.0,6/182
sv4-7,Crustle,Paradox Rift,Scarlet & Violet,Ninth,TPCI,2023-11-03,2023,Shin Nagasawa,Pokémon,Common,Grass,Grass,130.0,3.0,7/182
sv4-8,Bounsweet,Paradox Rift,Scarlet & Violet,Ninth,TPCI,2023-11-03,2023,Kouki Saitou,Pokémon,Common,Grass,Grass,60.0,1.0,8/182
sv4-9,Steenee,Paradox Rift,Scarlet & Violet,Ninth,TPCI,2023-11-03,2023,Kariya,Pokémon,Uncommon,Grass,Grass,90.0,2.0,9/182
sv4-10,Blipbug,Paradox Rift,Scarlet & Violet,Ninth,TPCI,2023-11-03,2023,OKUBO,Pokémon,Common,Grass,Grass,50.0,1.0,10/182
sv4-11,Dottler,Paradox Rift,Scarlet & Violet,Ninth,TPCI,2023-11-03,2023,Haru Akasaka,Pokémon,Common,Grass,Grass,80.0,2.0,11/182
sv4-12,Orbeetle,Paradox Rift,Scarlet & Violet,Ninth,TPCI,2023-11-03,2023,Oku,Pokémon,Uncommon,Grass,Grass,130.0,1.0,12/182
sv4-13,Nymble,Paradox Rift,Scarlet & Violet,Ninth,TPCI,2023-11-03,2023,Pani Kobayashi,Pokémon,Common,Grass,Grass,40.0,,13/182
sv4-14,Nymble,Paradox Rift,Scarlet & Violet,Ninth,TPCI,2023-11-03,2023,Kouki Saitou,Pokémon,Common,Grass,Grass,50.0,1.0,14/182
sv4-15,Toedscool,Paradox Rift,Scarlet & Violet,Ninth,TPCI,2023-11-03,2023,Tomokazu Komiya,Pokémon,Common,Grass,Grass,50.0,1.0,15/182
sv4-16,Toedscool,Paradox Rift,Scarlet & Violet,Ninth,TPCI,2023-11-03,2023,Souichirou Gunjima,Pokémon,Common,Grass,Grass,60.0,1.0,16/182
sv4-17,Toedscruel,Paradox Rift,Scarlet & Violet,Ninth,TPCI,2023-11-03,2023,Toshinao Aoki,Pokémon,Uncommon,Grass,Grass,120.0,2.0,17/182
sv4-18,Wo-Chien,Paradox Rift,Scarlet & Violet,Ninth,TPCI,2023-11-03,2023,Kouki Saitou,Pokémon,Rare,Grass,Grass,130.0,3.0,18/182
sv4-19,Magby,Paradox Rift,Scarlet & Violet,Ninth,TPCI,2023-11-03,2023,Naoyo Kimura,Pokémon,Common,Fire,Fire,30.0,,19/182
sv4-20,Pansear,Paradox Rift,Scarlet & Violet,Ninth,TPCI,2023-11-03,2023,LINNE,Pokémon,Common,Fire,Fire,70.0,1.0,20/182
sv4-21,Simisear,Paradox Rift,Scarlet & Violet,Ninth,TPCI,2023-11-03,2023,Yuya Oka,Pokémon,Uncommon,Fire,Fire,100.0,1.0,21/182
sv4-22,Volcanion,Paradox Rift,Scarlet & Violet,Ninth,TPCI,2023-11-03,2023,Nisota Niso,Pokémon,Rare,Fire,Fire,130.0,2.0,22/182
sv4-23,Fuecoco,Paradox Rift,Scarlet & Violet,Ninth,TPCI,2023-11-03,2023,Gemi,Pokémon,Common,Fire,Fire,80.0,2.0,23/182
sv4-24,Crocalor,Paradox Rift,Scarlet & Violet,Ninth,TPCI,2023-11-03,2023,Pani Kobayashi,Pokémon,Uncommon,Fire,Fire,100.0,3.0,24/182
sv4-25,Charcadet,Paradox Rift,Scarlet & Violet,Ninth,TPCI,2023-11-03,2023,Kantaro,Pokémon,Common,Fire,Fire,60.0,1.0,25/182
sv4-26,Charcadet,Paradox Rift,Scarlet & Violet,Ninth,TPCI,2023-11-03,2023,Mizue,Pokémon,Common,Fire,Fire,80.0,2.0,26/182
sv4-27,Armarouge ex,Paradox Rift,Scarlet & Violet,Ninth,TPCI,2023-11-03,2023,Takuyoa,Pokémon,Double Rare,Fire,Fire,260.0,2.0,27/182
sv4-28,Iron Moth,Paradox Rift,Scarlet & Violet,Ninth,TPCI,2023-11-03,2023,Kouki Saitou,Pokémon,Rare,Fire,Fire,130.0,2.0,28/182
sv4-29,Chi-Yu,Paradox Rift,Scarlet & Violet,Ninth,TPCI,2023-11-03,2023,Oswaldo KATO,Pokémon,Rare,Fire,Fire,110.0,1.0,29/182
sv4-30,Horsea,Paradox Rift,Scarlet & Violet,Ninth,TPCI,2023-11-03,2023,HYOGONOSUKE,Pokémon,Common,Water,Water,60.0,1.0,30/182
sv4-31,Seadra,Paradox Rift,Scarlet & Violet,Ninth,TPCI,2023-11-03,2023,Otumami,Pokémon,Common,Water,Water,90.0,1.0,31/182
sv4-32,Kingdra,Paradox Rift,Scarlet & Violet,Ninth,TPCI,2023-11-03,2023,Tonji Matsuno,Pokémon,Rare,Water,Water,150.0,1.0,32/182
sv4-33,Remoraid,Paradox Rift,Scarlet & Violet,Ninth,TPCI,2023-11-03,2023,Midori Harada,Pokémon,Common,Water,Water,70.0,1.0,33/182
sv4-34,Octillery,Paradox Rift,Scarlet & Violet,Ninth,TPCI,2023-11-03,2023,Yuka Morii,Pokémon,Common,Water,Water,110.0,2.0,34/182
sv4-35,Feebas,Paradox Rift,Scarlet & Violet,Ninth,TPCI,2023-11-03,2023,Tetsu Kayama,Pokémon,Common,Water,Water,30.0,1.0,35/182
sv4-36,Milotic,Paradox Rift,Scarlet & Violet,Ninth,TPCI,2023-11-03,2023,Atsuya Uki,Pokémon,Rare,Water,Water,120.0,2.0,36/182
sv4-37,Snorunt,Paradox Rift,Scarlet & Violet,Ninth,TPCI,2023-11-03,2023,Satoma,Pokémon,Common,Water,Water,60.0,1.0,37/182
sv4-38,Garchomp ex,Paradox Rift,Scarlet & Violet,Ninth,TPCI,2023-11-03,2023,5ban Graphics,Pokémon,Double Rare,Water,Water,320.0,,38/182
sv4-39,Mantyke,Paradox Rift,Scarlet & Violet,Ninth,TPCI,2023-11-03,2023,Miki Kudo,Pokémon,Common,Water,Water,30.0,,39/182
sv4-40,Palkia,Paradox Rift,Scarlet & Violet,Ninth,TPCI,2023-11-03,2023,Ryuta Fuse,Pokémon,Rare,Water,Water,130.0,2.0,40/182
sv4-41,Panpour,Paradox Rift,Scarlet & Violet,Ninth,TPCI,2023-11-03,2023,Natsumi Yoshida,Pokémon,Common,Water,Water,70.0,1.0,41/182
sv4-42,Simipour,Paradox Rift,Scarlet & Violet,Ninth,TPCI,2023-11-03,2023,Nagimiso,Pokémon,Uncommon,Water,Water,100.0,1.0,42/182
